question,answer,source_file
"Câu 18: Trong các quần thể sau đây, quần thể nào đang đạt trạng thái cân bằng di truyền theo định luật Hardy – Weinberg?","['A. 0,42 BB: 0,48 Bb: 0,1 bb.', 'B. 0,25 BB: 0,5 Bb: 0,25 bb.', 'C. 0,6 BB: 0,1 Bb: 0,3 bb.', 'D. 100% Bb.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"Câu 1. Tạo gống cà chua chuyển gene kháng virus, giống lúa vàng chuyển gene tổng hợp β-caroten, sâm đất chuyển gene sản xuất nhóm flavonoid được dùng để điều trị bệnh. Mỗi nhận định sau đây là Đúng hay Sai về thành tựu công nghệ gene này?","['A. Đây là các thành tựu về công nghệ chuyển gene ở động vật.', 'B. Dựa trên nguyên lí tạo DNA tái tổ hợp.', 'C. DNA tái tổ hợp của giống cà chua, gống lúa vàng gồm hai gene đến từ hai loài khác nhau.', 'D. Để chuyển gene vào tế bào sinh vật này có thể dùng súng bắn gene, chuyển gene trực tiếp qua ống phấn, vi tiêm ở tế bào trần, dùng virus.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"Câu 2. Hình dưới đây mô tả về một loài tảo biển Zooxanthellae đặc biệt sống trong các polyp san (A), (","['B) san hô bị tẩy trắng, (', 'C) loài san hô khoẻ mạnh. Tảo quang hợp cung cấp cho san hô các hợp chất carbon, nitrogen, oxygen. Ngược lại, san hô cung cấp carbon dioxit và amoniac mà tảo cần để quang hợp.', 'C. (', 'A) (', 'B) (C)', 'F. a. Zooxanthellae và san hô có mối quan hệ hợp tác, cả hai đều có lợi. Nếu Zooxanthellae bị đẩy ra khỏi các polyp san hô thì san hô sẽ chết và các Zooxanthellae không có điều kiện sinh trưởng, phát triển.', 'G. b. Khi gặp các điều kiện bất lợi (stress) như: nhiệt độ môi trường nước biển tăng lên 1- 2°C, độ mặn của nước biển tăng,... các polyp san hô sẽ đẩy các tảo sống trong mô của chúng ra khỏi cơ thể. San hô bị tẩy trắng vẫn tiếp tục sống nhưng sẽ bắt đầu chết dần vì không có thức ăn (hợp chất hữu cơ, nitrogen, oxygen).', 'H. c. Để san hô có thể phục hồi sau khi bị tẩy trắng, cần có tảo quay lại sống trong các mô của polyp san hô, khi đó tảo sẽ thực hiện quá trình quang hợp duy trì sự sống cho san hô.', 'I. d. Trước xu hướng có sự sự ấm lên toàn cầu, nồng độ carbon dioxide ngày càng cao, các rạn san hô được dự đoán là sẽ ngày càng trở nên hiếm hoi do bị ""tẩy trắng"" và chết.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"Câu 3. Cây Đước, một loại cây phổ biến sống ở vùng ngập mặn, cửa biển ở Việt Nam có khả năng thích nghi khi sống ở nơi có độ mặn cao. Dựa vào những hiểu biết về cấu tạo cây đước hãy cho biết mỗi nhận định sau là đúng hay sai khi nói về nguyên nhân giúp chúng thích nghi với môi trường có độ mặn cao như vậy","['A. a) Lá có tuyến tiết muối ở trên, đảm bảo lượng muối thừa không đầu độc cây.', 'B. b) Rễ dài và vững chắc, có nhiều lỗ khí giúp cây bám và hô hấp hiệu quả.', 'C. c) Rễ cây Đước có hệ thống vòi hút khí mọc đâm sâu xuống dưới giúp chúng dễ hô hấp khi ngập nước.', 'D. d) Không bào ở tế bào lông hút có nồng độ chất tan thấp, giúp cây dễ hút nước.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"- Thí nghiệm 1: Dòng hoa đỏ có kiểu gene AA khi được trồng ở điều kiện 350C cho kiểu hình hoa trắng, sau đó đem thế hệ sau của cây hoa trắng trồng ở điều kiện 200C lại cho hoa màu đỏ.",['A. - Thí nghiệm 2: Dòng hoa trắng có kiểu gene aa chỉ cho một loại hoa trắng khi được trồng ở nhiệt độ 200C hay 350C.'],Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Mỗi nhận định sau đây là Đúng hay Sai về thí nghiệm nghiệm này?,"['A. a. Đây là thí nghiệm nghiên cứu sự ảnh hưởng của kiểu gene lên sự biểu hiện màu sắc của hoa anh thảo.', 'B. b. Bố mẹ không di truyền cho con kiểu hình sẵn có mà di truyền cho con kiểu gene.', 'C. c. Màu sắc của hoa do kiểu gene quy định sinh trưởng và phát triển trong điều kiện môi trường sống khác nhau sẽ biểu hiện thành kiểu hình khác nhau.', 'D. d. Hiện tượng thay đổi màu hoa của cây có kiểu gen AA trước các điều kiện môi trường khác nhau gọi là thường biến.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Câu 1. Cho các dữ liệu sau:,"['A. (1) Sinh vật bằng đá được tìm thấy trong lòng đất.', 'B. (2) Xác của các Pharaon trong kim tự tháp Ai Cập vẫn còn bảo quản tương đối nguyên vẹn.', 'C. (3) Xác sâu bọ được phủ kín trong nhựa hổ phách còn giữ nguyên màu sắc.', 'D. (4) Xác của voi mamut còn tươi trong lớp băng.', 'E. (5) Rìu bằng đá của người cổ đại.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Xác định số sinh vật sản xuất trong hệ sinh thái nhân tạo này?,['A. ------ HẾT ------'],Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
1.1_1_1_1. Tế bào là đơn vị cấu trúc của mọi cơ thể sinh vật vì,"['A. mọi cơ thể sinh vật đều được cấu tạo từ một hoặc nhiều tế bào.', 'B. mọi cơ thể sinh vật đều được cấu tạo từ nhiều tế bào.', 'C. các hoạt động sống cơ bản đều được thực hiện ở tế bào, hoạt động sống ở cấp độ tế bào là nền tảng cho hoạt động sống ở cấp độ cơ thể.', 'D. các hoạt động sống cơ bản đều được thực hiện ở tế bào, hoạt động sống ở cấp độ cơ thể là nền tảng cho hoạt động sống ở cấp độ tế bào.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
1.1_1_1_1. Bệnh nào sau đây liên quan đến sự thiếu hụt nguyên tố vi lượng?,"['A. Bệnh bướu cổ.', 'B. Bệnh còi xương.', 'C. Bệnh cận thị.', 'D. Bệnh tự kỉ.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
3.7_1_1_1. Quá trình tiêu hóa thức ăn trong hệ tiêu hóa của người diễn ra theo trình tự nào dưới đây?,"['A. Miệng → thực quản → dạ dày → ruột non → ruột già→ hậu môn.', 'B. Miệng → ruột non→ dạ dày→ hầu → ruột già→ hậu môn.', 'C. Miệng → ruột non→ thực quản → dạ dày → ruột già → hậu môn.', 'D. Miệng → dạ dày → ruột non → thực quản → ruột già → hậu môn.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
3.6_1_1_1. Các yếu tố chủ yếu ảnh hưởng đến quang hợp ở thực vật là,"['A. ánh sáng, chất khoáng và khí O2.', 'B. ánh sáng, khí CO2 và nhiệt độ.', 'C. ánh sáng, khí O2 và độ pH.', 'D. Khí O2, độ pH và nhiệt độ.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
6.16_1_1_1. Xác côn trùng trong hổ phách được phát hiện có từ đại Cổ sinh thuộc bằng chứng tiến hóa nào sau đây?,"['A. Hóa thạch.', 'B. Tế bào học.', 'C. Sinh học phân tử.', 'D. Giải phẫu so sánh.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"6.16_1_1_1. Theo Darwin, sự đa dạng của các giống vật nuôi và cây trồng là kết quả của quá trình","['A. chọn lọc nhân tạo.', 'B. chọn lọc tự nhiên.', 'C. phát sinh biến dị cá thể.', 'D. chăm sóc, nuôi dưỡng của con người.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"6.16_1_1_1. Ở một loài thực vật giao phấn, các hạt phấn của quần thể 1 theo gió bay sang quần thể 2 và thụ phấn cho các cây của quần thể 2. Đây là một ví dụ về","['A. phiêu bạt di truyền.', 'B. di - nhập gene.', 'C. giao phối không ngẫu nhiên.', 'D. chọn lọc tự nhiên.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"6.16_1_1_1. “Quá trình tiến hoá hình thành các hợp chất hữu cơ từ các chất vô cơ, xảy ra khi Trái Đất mới được hình thành” được gọi là:","['A. Tiến hóa vật lí', 'B. Tiến hóa sinh học', 'C. Tiến hóa tiền hóa học', 'D. Tiến hoá hoá học', 'E. Đáp án: D']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
6.16_1_2_1. Cơ quan thoái hóa mặc dù không có chức năng gì nhưng vẫn được duy trì qua rất nhiều thế hệ mà không bị chọn lọc tự nhiên đào thải. Giải thích nào dưới đây không hợp lý?,"['A. Gene quy định cơ quan thoái hóa liên kết chặt với những gene quy định các chức năng quan trọng.', 'B. Cơ quan thoái hóa là những cơ quan có hại.', 'C. Cơ quan thoái hóa không chịu sự tác động của chọn lọc tự nhiên.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"6.16_1_3_1. Cho các cơ quan sau: răng cửa, răng khôn, xương cùng, ruột thừa, dạ dày, xương chậu. Có bao nhiêu cơ quan thoái hóa ở người?","['A. 2', 'B. 3', 'C. 4', 'D. 5', 'E. Đáp án: C']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
7.17_1_1_1. Môi trường sống của sinh vật gồm có:,"['A. Đất, nước, không khí', 'B. Đất, nước, không khí, sinh vật', 'C. Đất, nước, không khí, trên cạn', 'D. Đất, nước, trên cạn, sinh vật']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
7.17_1_1_1. Đặc trưng nào thể hiện mối quan hệ dinh dưỡng trong quần xã?,"['A. Thành phần loài.', 'B. Cấu trúc tuổi.', 'C. Chuỗi và lưới thức ăn.', 'D. Mật độ cá thể.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
5.11_1_1_1. Các nguyên tố hoá học tham gia trong thành phần của phân tử ADN là:,"['A. C, H, O, Na, S', 'B. C, H, O, N, P', 'C. C, H, O, P', 'D. C, H, N, P, Mg']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
5.11_1_3_1. Cho biết các codon mã hóa các axit amin tương ứng như sau: GGG – Gly; XXX – Pro; GXU – Ala; XGA- Arg; UXG – Ser; AGX – Ser. Một đoạn mạch gốc của một gen ở vi khuẩn có trình tự các nucleotit là 5’ AGXXGAXXXGGG 3’. Nếu đoạn mạch gốc này mang thông tin mã hóa cho đoạn polipeptit có 4 axit amin thì trình tự của 4 axit amin đó là:,"['A. Pro – Gly – Ser – Ala.', 'B. Ser – Ala – Gly – Pro.', 'C. Gly – Pro – Ser – Arg.', 'D. Ser – Arg – Pro – Gly.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"5.11_1_3_1. Ở vi khuẩn E.coli, giả sử có 6 chủng đột biến sau đây:","['A. - Chủng I: Đột biến ở gen cấu trúc A làm cho phân tử prôtêin do gen này qui định tổng hợp bị mất chức năng', 'B. - Chủng II: Đột biến ở gen cấu trúc Z làm cho phân tử prôtêin do gen này qui định tổng hợp bị mất chức năng', 'C. - Chủng III: Đột biến ở gen cấu trúc Y làm cho phân tử prôtêin do gen này qui định tổng hợp bị mất chức năng', 'D. - Chủng IV: Đột biến ở gen điều hòa R làm cho phân tử prôtêin do gen này qui định tổng hợp bị mất chức năng', 'E. - Chủng V: Đột biến ở gen điều hòa R làm cho gen này mất khả năng phiên mã', 'F. - Chủng VI: Đột biến ở vùng khởi động (P) của Operan làm cho vùng này bị mất chức năng.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"Khi môi trường có đường lactozo, có bao nhiêu chủng có gen cấu trúc Z, Y, A không phiên mã?","['A. 3', 'B. 2', 'C. 1', 'D. 4']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
5.11_1_1_1. Sự khác nhau giữa đột biến và thể đột biến là:,"['A. đột biến là những biến đổi trong vật chất di truyền, còn thể đột biến là cơ thể mang đột biến đã biểu hiện ra kiểu hình.', 'B. đột biến là do biễn đổi trong vật chất di truyền, còn thể đột biến là cơ thể mang đột biến gen lặn tiềm ẩn ở trạng thái dị hợp tử.', 'C. đột biến luôn xảy ra ở sinh vật, còn thể đột biến chỉ có trong quá trình phân bào tạo ra các giao tử không tham gia thụ tinh.', 'D. đột biến là do biến đổi trong vật chất di truyền, còn thể đột biến là cơ thể mang đột biến gen ở trạng thái dị hợp.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
7.17_1_1_1. Phát biểu nào dưới đây là không đúng về quần thể?,"['A. Một tập hợp các cá thể cùng loài, sống trong cùng khu vực địa lí, ở cùng một thời điểm, có khả năng giao phối với nhau tạo ra đời con hữu thụ.', 'B. Một tập hợp các cá thể cùng loài, trải qua một quá trình lịch sử, cùng chung sống trong một khoảng không gian xác định, có thể sinh sản ra thế hệ sau hữu thụ.', 'C. Tập hợp cá thể của cùng một loài, có cùng khu phân bố ổn định, tồn tại trong một khoảng thời gian xác định và có khả năng giao phối với nhau để sinh con hữu thụ.', 'D. Một tập hợp các cá thể cùng loài, trải qua một quá trình lịch sử, cùng chung sống trong một khoảng không gian xác định, có thể sinh sản ra thế hệ sau khỏe mạnh.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"7.17_1_2_1. Trong các quần thể sau đây, quần thể nào đang đạt trạng thái cân bằng di truyền theo định luật Hardy – Weinberg?","['A. 0,42 BB: 0,48 Bb: 0,1 bb.', 'B. 0,25 BB: 0,5 Bb: 0,25 bb.', 'C. 0,6 BB: 0,1 Bb: 0,3 bb.', 'D. 100% Bb.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"5.11_1+2+3+3_1+2+3+2_4. Tạo gống cà chua chuyển gene kháng virus, giống lúa vàng chuyển gene tổng hợp β-caroten, sâm đất chuyển gene sản xuất nhóm flavonoid được dùng để điều trị bệnh. Mỗi nhận định sau đây là Đúng hay Sai về thành tựu công nghệ gene này?","['A. Đây là các thành tựu về công nghệ chuyển gene ở động vật. Sai', 'B. Dựa trên nguyên lí tạo DNA tái tổ hợp. Đúng', 'C. DNA tái tổ hợp của giống cà chua, gống lúa vàng gồm hai gene đến từ hai loài khác nhau. Đúng', 'D. Để chuyển gene vào tế bào sinh vật này có thể dùng súng bắn gene, chuyển gene trực tiếp qua ống phấn, vi tiêm ở tế bào trần, dùng virus. Đ']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"7.17_1+3+2+3_1+2+2+3_4. Hình dưới đây mô tả về một loài tảo biển Zooxanthellae đặc biệt sống trong các polyp san (A), (","['B) san hô bị tẩy trắng, (', 'C) loài san hô khoẻ mạnh. Tảo quang hợp cung cấp cho san hô các hợp chất carbon, nitrogen, oxygen. Ngược lại, san hô cung cấp carbon dioxit và amoniac mà tảo cần để quang hợp.', 'C. (', 'A) (', 'B) (C)', 'F. a. Zooxanthellae và san hô có mối quan hệ hợp tác, cả hai đều có lợi. Nếu Zooxanthellae bị đẩy ra khỏi các polyp san hô thì san hô sẽ chết và các Zooxanthellae không có điều kiện sinh trưởng, phát triển. Sai', 'G. b. Khi gặp các điều kiện bất lợi (stress) như: nhiệt độ môi trường nước biển tăng lên 1- 2°C, độ mặn của nước biển tăng,... các polyp san hô sẽ đẩy các tảo sống trong mô của chúng ra khỏi cơ thể. San hô bị tẩy trắng vẫn tiếp tục sống nhưng sẽ bắt đầu chết dần vì không có thức ăn (hợp chất hữu cơ, nitrogen, oxygen). Đúng', 'H. c. Để san hô có thể phục hồi sau khi bị tẩy trắng, cần có tảo quay lại sống trong các mô của polyp san hô, khi đó tảo sẽ thực hiện quá trình quang hợp duy trì sự sống cho san hô. Đúng', 'I. d. Trước xu hướng có sự sự ấm lên toàn cầu, nồng độ carbon dioxide ngày càng cao, các rạn san hô được dự đoán là sẽ ngày càng trở nên hiếm hoi do bị ""tẩy trắng"" và chết. Đúng']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"3.6_1+2+3+3_1+2+2+2_4. Cây Đước, một loại cây phổ biến sống ở vùng ngập mặn, cửa biển ở Việt Nam có khả năng thích nghi khi sống ở nơi có độ mặn cao. Dựa vào những hiểu biết về cấu tạo cây đước hãy cho biết mỗi nhận định sau là đúng hay sai khi nói về nguyên nhân giúp chúng thích nghi với môi trường có độ mặn cao như vậy","['A. a) Lá có tuyến tiết muối ở trên, đảm bảo lượng muối thừa không đầu độc cây. Đúng', 'B. b) Rễ dài và vững chắc, có nhiều lỗ khí giúp cây bám và hô hấp hiệu quả. Đúng', 'C. c) Rễ cây Đước có hệ thống vòi hút khí mọc đâm sâu xuống dưới giúp chúng dễ hô hấp khi ngập nước. Đúng', 'D. d) Không bào ở tế bào lông hút có nồng độ chất tan thấp, giúp cây dễ hút nước. Đúng']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"- Thí nghiệm 1: Dòng hoa đỏ có kiểu gene AA khi được trồng ở điều kiện 350C cho kiểu hình hoa trắng, sau đó đem thế hệ sau của cây hoa trắng trồng ở điều kiện 200C lại cho hoa màu đỏ.",['A. - Thí nghiệm 2: Dòng hoa trắng có kiểu gene aa chỉ cho một loại hoa trắng khi được trồng ở nhiệt độ 200C hay 350C.'],Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
Mỗi nhận định sau đây là Đúng hay Sai về thí nghiệm nghiệm này?,"['A. a. Đây là thí nghiệm nghiên cứu sự ảnh hưởng của kiểu gene lên sự biểu hiện màu sắc của hoa anh thảo. S ai', 'B. b. Bố mẹ không di truyền cho con kiểu hình sẵn có mà di truyền cho con kiểu gene. Đúng', 'C. c. Màu sắc của hoa do kiểu gene quy định sinh trưởng và phát triển trong điều kiện môi trường sống khác nhau sẽ biểu hiện thành kiểu hình khác nhau. Đúng', 'D. d. Hiện tượng thay đổi màu hoa của cây có kiểu gen AA trước các điều kiện môi trường khác nhau gọi là thường biến. Đúng']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
6.16_2_2_4. Cho các dữ liệu sau:,"['A. (1) Sinh vật bằng đá được tìm thấy trong lòng đất.', 'B. (2) Xác của các Pharaon trong kim tự tháp Ai Cập vẫn còn bảo quản tương đối nguyên vẹn.', 'C. (3) Xác sâu bọ được phủ kín trong nhựa hổ phách còn giữ nguyên màu sắc.', 'D. (4) Xác của voi mamut còn tươi trong lớp băng.', 'E. (5) Rìu bằng đá của người cổ đại.']",Sinh_Dethi_Nguyenthihainhu_Ttgdnngdtxtpbmt.docx
"Câu 1: Trong các bằng chứng tiến hóa, bằng chứng nào là chính xác nhất?","['A. Hóa thạch.', 'B. Bằng chứng giải phẫu so sánh.', 'C. Bằng chứng tế bào học.', 'D. Bằng chứng sinh học phân tử.']",Sinh_Dethi_ThptNguyenTatThanh.docx
Câu 2: Ví dụ nào sau đây nói lên tính chuyên hoá của enzyme?,"['A. Trong 1 phút, một phân tử amylase thuỷ phân được 1 triệu phân tử amylopectin.', 'B. Amylase chỉ thuỷ phân được tinh bột, không thuỷ phân được cellulose..', 'C. Amylase bị bất hoạt ở nhiệt độ trên 60 0C hoặc dưới 00C.', 'D. Amylase có hoạt tính xúc tác mạnh ở môi trường có pH từ 7 đến 8.']",Sinh_Dethi_ThptNguyenTatThanh.docx
"Câu 3: Cấu trúc nào sau đây tổng hợp protein điều hoà, protein này tham gia điều khiến họat động của operon Lac ở vi khuẩn E. coli?","['A. Vùng điều hoà.', 'B. Vùng vận hành.', 'C. Gene điều hoà.', 'D. Gene cấu trúc Z']",Sinh_Dethi_ThptNguyenTatThanh.docx
Câu 4: Cơ thể có bộ NST nào sau đây thuộc đa bội lẻ?,"['A. n.', 'B. 3n.', 'C. 4n.', 'D. 2n + 1.']",Sinh_Dethi_ThptNguyenTatThanh.docx
"Câu 5: Theo lí thuyết, loại giao tử abd có tỉ lệ 12,5% được tạo ra từ cơ thể có kiểu gene","['A. AaBbDd.', 'B. aaBbDd.', 'C. AaBbDD.', 'D. aabbDd.']",Sinh_Dethi_ThptNguyenTatThanh.docx
Câu 6: Thành tựu nào dưới đây được tạo ra từ ứng dụng của phương pháp lai hữu tính?,"['A. Vi khuẩn E. coli sản xuất hormone insulin của người.', 'B. Giống gà đông tảo ở Hưng Yên có kích thước lớn; chân to, thô.', 'C. Dê chuyển gene sản xuất sữa chứa protein CFTR chữa bệnh u xơ nang.', 'D. Cừu chuyển gene tổng hợp protein của người trong sữa.']",Sinh_Dethi_ThptNguyenTatThanh.docx
"Câu 7 : Một quần thể có thành phần kiểu gene là 0,16 AA: 0,48 Aa: 0,36 aa Theo lí thuyết, tần số allele A của quần thể này là","['A. 0,7.', 'B. 0,3.', 'C. 0,4.', 'D. 0,5.']",Sinh_Dethi_ThptNguyenTatThanh.docx
Câu 8: Bằng chứng trực tiếp cho thấy các sinh vật đã tồn tại và tiến hoá trên Trái Đất là,"['A. hoá thạch.', 'B. cơ quan tương tự.', 'C. cơ quan tương đồng.', 'D. cơ quan thoái hoá']",Sinh_Dethi_ThptNguyenTatThanh.docx
"Câu 9: Ở thực vật, thông tin kích thích sẽ được truyền qua tế bào chất dưới dạng nào?","['A. Hormone, enzyme.', 'B. Dòng điện tử hoặc chất hóa học.', 'C. Tín hiệu thần kinh.', 'D. Dòng mạch gỗ và mạch rây.']",Sinh_Dethi_ThptNguyenTatThanh.docx
"Câu 10: Năm 2020, hiện tượng cháy rừng ở Australia đã làm cho số lượng thủ có túi giảm mạnh. Sự biến động số lượng cá thể của quần thể thú có túi là dạng biến động","['A. theo chu kì nhiều năm.', 'C. theo chu kì ngày đêm.', 'B. theo chu kì mùa.', 'D. không theo chu kì.']",Sinh_Dethi_ThptNguyenTatThanh.docx
Câu 11: Đàn chim hải âu lông mày đen (Thalassarche melanophris) ở quần đảo Falkland làm tổ cách đều nhau trong mùa sinh sản. Hiện tượng này mô tả kiểu phân bố cá thể của quần thể nào sau đây?,"['A. Phân bố đồng đều.', 'B. Phân bố nhóm.', 'C. Phân bố ngẫu nhiên.', 'D. Phân bố rời rạc.']",Sinh_Dethi_ThptNguyenTatThanh.docx
Câu 12: Để xác định tuổi hóa thạch người ta dùng phương pháp:,"['A. quan sát hình thái bên ngoài hóa thạch.', 'B. quan sát hình thái bên trong của hóa thạch.', 'C. dựa vào vị trí tìm được hoá thạch.', 'D. dựa vào lượng đồng vị phóng xạ có trong hóa thạch.']",Sinh_Dethi_ThptNguyenTatThanh.docx
"Câu 13: Quá trình hình thành các hợp chất hữu cơ từ các chất vô cơ, xảy ra khi Trái Đất mới hình thành. Đây là đặc điểm của giai đoạn:","['A. tiến hoá hoá học.', 'B. tiến hoá tiền sinh học.', 'C. tiến hoá sinh học.', 'D. tiến hoá tiền hoá học.']",Sinh_Dethi_ThptNguyenTatThanh.docx
"Câu 14: Trường hợp nào sau đây, huyết áp trong hệ mạch của người sẽ bị giảm?","['A. Tim đập nhanh và mạnh.', 'B. Cơ thể bị mất nhiều máu.', 'C. Ăn mặn trong thời gian dài.', 'D. Người bị bệnh xơ vữa động mạch.']",Sinh_Dethi_ThptNguyenTatThanh.docx
"Câu 15: Một protease có một trung tâm họat động chứa ba góc glutamic acid (Glu) liên tiếp; vùng này được mã hoá bởi trình tự nucleotide trên mRNA: 5'-GAA-GAA-GAA-3: Nếu bị đột biến gene, trình tự mới nào sau đây có khả năng tạo ra sản phẩm protein có mình tự amino acid giống protein ban đầu nhất? Biết các codon mã hoá amino acid là GAG-3, 5'-GAA-3': Glu; 5'-GGA-3': Gly; 5'-CAA-3': Gin.","[""A. 5'-GAA-GGA-GAA-3’."", ""B. 5'-GAG-GAG-GAA-3’."", ""C. 5'-GAA-UAA-AGAA-3’."", ""D. 5'-GAA-CAA-AGAA-3’.""]",Sinh_Dethi_ThptNguyenTatThanh.docx
"Câu 16: Hiện tượng con chim công đực có màu sắc sặc sỡ thu hút được nhiều chim cái giao phối làm tăng khả năng sinh sản, tuy nhiên, màu sắc sặc sỡ cũng làm cho nó dễ bị nhiều loài săn mồi phát hiện. Điều này chứng tỏ","['A. đặc điểm thích nghi chỉ mang tính tương đối.', 'B. đặc điểm thích nghi không thay đổi.', 'C. cơ thể cần có nhiều đặc điểm thích nghi bền vững.', 'D. khả năng sinh sản quyết định khả năng thích nghi.']",Sinh_Dethi_ThptNguyenTatThanh.docx
"Câu 17: Hình sau mô tả ba kiểu phân bố cá thể của quần thể trong môi trường thuộc ba loài giả định trong diện tích như nhau. Cho rằng các khu vực còn lại của ba quần thể nghiên cứu là không có sự khác biệt so với mô tả ở hình dưới và mỗi dấu chấm minh họa cho một cá thể. Theo lí thuyết, có phát biểu nào sau đây là sai?","['A. Kiểu phân bố I thể hiện cá thể tận dụng được nguồn sống tiềm tàng trong môi trường.', 'B. Kiểu phân bố II xảy ra khi điều kiện sống phân bố đồng đều trong môi trường.', 'C. Kiều phân bố III thể hiện hiệu quả nhóm.', 'D. Kiểu phân bố 1 là kiểu phân bố phổ biến nhất.']",Sinh_Dethi_ThptNguyenTatThanh.docx
"Câu 18: Một thí nghiệm chuyển gene thông qua plasmid đã được tiến hành trên đối tượng vi khuẩn X. Biết rằng vi khuẩn này vốn không có khả năng kháng chất kháng sinh tetracycline, plasmid dùng làm thể truyền có chứa gene kháng thuốc kháng sinh tetracycline. Sau thí nghiệm, nhà khoa học tiếp tục chuẩn bị hai lô vi khuẩn (A, B), trong đó một lô chứa vi khuẩn × bình thường (chưa được xử lí ), lỗ còn lại là vi khuẩn × có chứa DNA tái tổ hợp trên; hai loại đĩa thạch có môi trường cơ bản (Z, Y ) trong đó một loại có chứa chất kháng sinh tetracycline và một loại đĩa không chứa chất kháng sinh trên. Tiếp tục nuôi cấy hai loài vi khuẩn A, B vào môi trường hai loại đĩa thạch được bố trí như sau:","['A. - Lô I: Đĩa thạch không chứa tetracycline + vi khuẩn bình thường.', 'B. - Lô II: Đĩa thạch không chứa tetracycline + vi khuẩn đã được xử lí.', 'C. - Lô III: Đĩa thạch chứa tetracycline + vi khuẩn bình thường.', 'D. - Lô IV: Đĩa thạch chứa tetracycline + vi khuẩn đã được xử lí.']",Sinh_Dethi_ThptNguyenTatThanh.docx
"Theo lí thuyết, những nhận định nào sau đây đúng?","['A. II, III, IV.', 'B. I, II, III.', 'C. I, II, IV.', 'D. I, III.']",Sinh_Dethi_ThptNguyenTatThanh.docx
Mỗi phát biểu sau là Đúng hay Sai ?,"['A. a. Tỉ lệ A/G của đoạn gene mã hóa S1 là 5/3.', 'B. b. Đoạn gene mã hoá S1 có thể đã xảy ra đột biến thay thế cặp nucleotide T = A bằng cặp A = T ở hai vị trí để tạo ra S2.', 'C. c. Nếu phân li các đoạn gene mã hoá S1 và S2 thành các mạch đơn, sau đó cho chúng bắt cập thành từng đôi ngẫu nhiên với nhau thì tổ hợp hai mạch bắt cặp chính xác tối đa chiếm tỉ lệ 1/18.', 'D. d. Trong cùng điều kiện phản ứng, người ta nhận thấy hiệu quả xúc tác của biến thể E2 thấp hơn E1, chứng tỏ đột biến này đã làm thay đổi cấu trúc, chức năng của protein nên hiệu quả xúc tác phản ứng của E2 kém hơn.']",Sinh_Dethi_ThptNguyenTatThanh.docx
